name	taxonomy_id	taxonomy_lvl	sample_A_num	sample_A_frac	sample_B_num	sample_B_frac	sample_C_num	sample_C_frac	sample_D_num	sample_D_frac	sample_E_num	sample_E_frac	sample_F_num	sample_F_frac
Bradymonadaceae	1779135	F	149	0.00000	185	0.00000	120	0.00000	87	0.00000	110	0.00000	118	0.00000
Desulfarculaceae	453228	F	151	0.00000	145	0.00000	200	0.00000	60	0.00000	139	0.00000	143	0.00000
Desulfurellaceae	117942	F	76	0.00000	125	0.00000	74	0.00000	61	0.00000	106	0.00000	59	0.00000
Candidatus Desulfofervidaceae	1902584	F	39	0.00000	21	0.00000	13	0.00000	14	0.00000	49	0.00000	25	0.00000
Rhizobiaceae	82115	F	9678	0.00017	9124	0.00024	6866	0.00013	6114	0.00016	7449	0.00016	7405	0.00020
Bradyrhizobiaceae	41294	F	5401	0.00010	5600	0.00015	6281	0.00012	3387	0.00009	4532	0.00010	4333	0.00011
Phyllobacteriaceae	69277	F	4238	0.00008	4036	0.00011	3644	0.00007	2542	0.00007	3454	0.00007	3515	0.00009
Methylobacteriaceae	119045	F	3871	0.00007	4004	0.00011	4836	0.00009	2428	0.00006	3162	0.00007	3072	0.00008
Hyphomicrobiaceae	45401	F	2349	0.00004	2084	0.00006	1416	0.00003	1287	0.00003	1781	0.00004	1776	0.00005
Xanthobacteraceae	335928	F	1057	0.00002	1015	0.00003	1150	0.00002	515	0.00001	877	0.00002	921	0.00002
Bartonellaceae	772	F	798	0.00001	731	0.00002	338	0.00001	531	0.00001	634	0.00001	537	0.00001
Methylocystaceae	31993	F	858	0.00002	902	0.00002	1316	0.00002	492	0.00001	742	0.00002	676	0.00002
Brucellaceae	118882	F	848	0.00002	1189	0.00003	566	0.00001	847	0.00002	715	0.00002	621	0.00002
Aurantimonadaceae	255475	F	619	0.00001	767	0.00002	872	0.00002	324	0.00001	592	0.00001	963	0.00003
Beijerinckiaceae	45404	F	1022	0.00002	666	0.00002	428	0.00001	682	0.00002	943	0.00002	512	0.00001
Chelatococcaceae	2036754	F	386	0.00001	299	0.00001	336	0.00001	297	0.00001	341	0.00001	329	0.00001
Rhodobiaceae	119043	F	293	0.00001	288	0.00001	177	0.00000	213	0.00001	362	0.00001	188	0.00000
Cohaesibacteraceae	655351	F	274	0.00000	259	0.00001	232	0.00000	223	0.00001	288	0.00001	230	0.00001
Rhodobacteraceae	31989	F	13057	0.00024	11769	0.00032	11665	0.00022	7952	0.00021	10508	0.00022	10182	0.00027
Hyphomonadaceae	69657	F	457	0.00001	451	0.00001	411	0.00001	306	0.00001	387	0.00001	365	0.00001
Sphingomonadaceae	41297	F	9257	0.00017	8627	0.00023	7392	0.00014	5841	0.00015	7362	0.00016	6811	0.00018
Erythrobacteraceae	335929	F	2753	0.00005	2188	0.00006	2106	0.00004	1847	0.00005	2056	0.00004	2165	0.00006
Rhodospirillaceae	41295	F	5108	0.00009	4598	0.00012	5041	0.00009	2793	0.00007	3884	0.00008	3863	0.00010
Acetobacteraceae	433	F	3220	0.00006	2646	0.00007	2531	0.00005	1971	0.00005	2562	0.00005	2452	0.00006
Caulobacteraceae	76892	F	4794	0.00009	4666	0.00012	4454	0.00008	2891	0.00008	4071	0.00009	3793	0.00010
Rickettsiaceae	775	F	348	0.00001	218	0.00001	45	0.00000	136	0.00000	225	0.00000	175	0.00000
Anaplasmataceae	942	F	202	0.00000	152	0.00000	145	0.00000	125	0.00000	154	0.00000	124	0.00000
Candidatus Midichloriaceae	1328881	F	180	0.00000	62	0.00000	64	0.00000	331	0.00001	201	0.00000	130	0.00000
Pelagibacteraceae	1655514	F	228	0.00000	182	0.00000	62	0.00000	148	0.00000	355	0.00001	149	0.00000
Magnetococcaceae	1191479	F	178	0.00000	72	0.00000	35	0.00000	44	0.00000	99	0.00000	82	0.00000
Caedimonadaceae	2100208	F	111	0.00000	78	0.00000	49	0.00000	47	0.00000	82	0.00000	46	0.00000
Holosporaceae	44746	F	45	0.00000	48	0.00000	12	0.00000	21	0.00000	47	0.00000	28	0.00000
Candidatus Paracaedibacteraceae	1777752	F	12	0.00000	34	0.00000	0	0.00000	33	0.00000	42	0.00000	21	0.00000
Emcibacteraceae	2066491	F	123	0.00000	137	0.00000	59	0.00000	100	0.00000	87	0.00000	95	0.00000
Parvularculaceae	255474	F	89	0.00000	68	0.00000	59	0.00000	33	0.00000	65	0.00000	59	0.00000
Acidithiobacillaceae	225058	F	649	0.00001	447	0.00001	374	0.00001	335	0.00001	467	0.00001	450	0.00001
Bdellovibrionaceae	213483	F	412	0.00001	260	0.00001	243	0.00000	192	0.00001	248	0.00001	301	0.00001
Halobacteriovoraceae	1652132	F	113	0.00000	35	0.00000	41	0.00000	47	0.00000	107	0.00000	65	0.00000
Bacteriovoracaceae	263369	F	28	0.00000	0	0.00000	66	0.00000	25	0.00000	51	0.00000	34	0.00000
Mariprofundaceae	580372	F	219	0.00000	230	0.00001	143	0.00000	219	0.00001	191	0.00000	202	0.00001
Hydrogenophilaceae	206349	F	148	0.00000	335790	0.00899	83	0.00000	84	0.00000	133	0.00000	95	0.00000
Leptotrichiaceae	1129771	F	692660	0.01252	220133	0.00590	109224	0.00205	281786	0.00736	511050	0.01083	393128	0.01037
Fusobacteriaceae	203492	F	552741	0.00999	21871	0.00059	16482	0.00031	529372	0.01382	214621	0.00455	238000	0.00628
Spirochaetaceae	137	F	110160	0.00199	7347	0.00020	12426	0.00023	22598	0.00059	250201	0.00530	11887	0.00031
Borreliaceae	1643685	F	266	0.00000	123	0.00000	197	0.00000	205	0.00001	263	0.00001	165	0.00000
Leptospiraceae	170	F	322	0.00001	322	0.00001	122	0.00000	151	0.00000	273	0.00001	218	0.00001
Brachyspiraceae	143786	F	388	0.00001	175	0.00000	172	0.00000	214	0.00001	242891	0.00515	243	0.00001
Opitutaceae	134623	F	1327	0.00002	1275	0.00003	758	0.00001	799	0.00002	1127	0.00002	1115	0.00003
Puniceicoccaceae	415002	F	173	0.00000	75	0.00000	27	0.00000	66	0.00000	149	0.00000	102	0.00000
Akkermansiaceae	1647988	F	522	0.00001	575	0.00002	309	0.00001	331	0.00001	421	0.00001	435	0.00001
Verrucomicrobiaceae	203557	F	731	0.00001	727	0.00002	467	0.00001	626	0.00002	659	0.00001	540	0.00001
Methylacidiphilaceae	717964	F	121	0.00000	30	0.00000	17	0.00000	66	0.00000	96	0.00000	77	0.00000
Planctomycetaceae	126	F	575	0.00001	475	0.00001	583	0.00001	475	0.00001	527	0.00001	456	0.00001
Isosphaeraceae	1763524	F	386	0.00001	407	0.00001	441	0.00001	247	0.00001	282	0.00001	331	0.00001
Gemmataceae	1914233	F	256	0.00000	284	0.00001	248	0.00000	153	0.00000	207	0.00000	224	0.00001
Sedimentisphaeraceae	2483367	F	254	0.00000	135	0.00000	67	0.00000	229	0.00001	174	0.00000	205	0.00001
Phycisphaeraceae	666507	F	149	0.00000	229	0.00001	237	0.00000	82	0.00000	159	0.00000	138	0.00000
Candidatus Brocadiaceae	1127830	F	75	0.00000	24	0.00000	11	0.00000	46	0.00000	37	0.00000	23	0.00000
Parachlamydiaceae	92713	F	184	0.00000	66	0.00000	148	0.00000	107	0.00000	81	0.00000	101	0.00000
Waddliaceae	92714	F	35	0.00000	19	0.00000	57	0.00000	31	0.00000	38	0.00000	22	0.00000
Chlamydiaceae	809	F	200	0.00000	249	0.00001	77	0.00000	149	0.00000	235	0.00000	131	0.00000
Kiritimatiellaceae	1921783	F	276	0.00000	338	0.00001	183	0.00000	111	0.00000	287	0.00001	189	0.00000
Acidobacteriaceae	204434	F	858	0.00002	1132	0.00003	633	0.00001	688	0.00002	790	0.00002	739	0.00002
Solibacteraceae	332161	F	186	0.00000	166	0.00000	115	0.00000	95	0.00000	147	0.00000	97	0.00000
Vicinamibacteraceae	2211325	F	280	0.00001	253	0.00001	339	0.00001	269	0.00001	335	0.00001	154	0.00000
Thermotogaceae	188709	F	262	0.00000	271	0.00001	178	0.00000	280	0.00001	373	0.00001	205	0.00001
Fervidobacteriaceae	1643950	F	213	0.00000	159	0.00000	71	0.00000	231	0.00001	231	0.00000	147	0.00000
Kosmotogaceae	1643948	F	206	0.00000	141	0.00000	122	0.00000	120	0.00000	179	0.00000	125	0.00000
Petrotogaceae	1643949	F	121	0.00000	54	0.00000	74	0.00000	83	0.00000	119	0.00000	57	0.00000
Nitrospiraceae	189779	F	719	0.00001	817	0.00002	552	0.00001	424	0.00001	608	0.00001	559	0.00001
Synergistaceae	649777	F	530	0.00001	464	0.00001	915	0.00002	330	0.00001	479	0.00001	417	0.00001
Aquificaceae	64898	F	158	0.00000	126	0.00000	80	0.00000	90	0.00000	140	0.00000	123	0.00000
Hydrogenothermaceae	224027	F	127	0.00000	57	0.00000	47	0.00000	80	0.00000	121	0.00000	96	0.00000
Desulfurobacteriaceae	558314	F	126	0.00000	28	0.00000	25	0.00000	131	0.00000	151	0.00000	110	0.00000
Deferribacteraceae	191394	F	393	0.00001	272	0.00001	128	0.00000	216	0.00001	408	0.00001	277	0.00001
Chrysiogenaceae	189770	F	246	0.00000	144	0.00000	62	0.00000	117	0.00000	113	0.00000	131	0.00000
Elusimicrobiaceae	641876	F	96	0.00000	68	0.00000	14	0.00000	65	0.00000	90	0.00000	51	0.00000
Endomicrobiaceae	1783343	F	94	0.00000	59	0.00000	29	0.00000	47	0.00000	98	0.00000	57	0.00000
Thermodesulfobacteriaceae	188711	F	177	0.00000	63	0.00000	83	0.00000	145	0.00000	142	0.00000	104	0.00000
Calditrichaceae	1962854	F	75	0.00000	46	0.00000	73	0.00000	59	0.00000	86	0.00000	37	0.00000
Dictyoglomaceae	203488	F	57	0.00000	32	0.00000	30	0.00000	43	0.00000	62	0.00000	35	0.00000
Caldisericaceae	693073	F	17	0.00000	11	0.00000	43	0.00000	17	0.00000	26	0.00000	13	0.00000
Coprothermobacteraceae	2138247	F	14	0.00000	11	0.00000	10	0.00000	16	0.00000	10	0.00000	14	0.00000
Hominidae	9604	F	7329217	0.13247	8261549	0.22129	7228330	0.13599	4231793	0.11049	10056223	0.21303	5712696	0.15072
Haloferacaceae	1644056	F	658	0.00001	698	0.00002	721	0.00001	351	0.00001	453	0.00001	618	0.00002
Halorubraceae	1963271	F	563	0.00001	473	0.00001	561	0.00001	299	0.00001	360	0.00001	342	0.00001
Haloarculaceae	1963268	F	560	0.00001	474	0.00001	611	0.00001	281	0.00001	402	0.00001	396	0.00001
Halobacteriaceae	2236	F	348	0.00001	424	0.00001	640	0.00001	209	0.00001	292	0.00001	313	0.00001
Natrialbaceae	1644061	F	789	0.00001	895	0.00002	1011	0.00002	457	0.00001	703	0.00001	637	0.00002
Methanosarcinaceae	2206	F	316	0.00001	269	0.00001	175	0.00000	210	0.00001	260	0.00001	223	0.00001
Methanosaetaceae	143067	F	55	0.00000	110	0.00000	33	0.00000	38	0.00000	49	0.00000	41	0.00000
Methanomicrobiaceae	2194	F	241	0.00000	216	0.00001	229	0.00000	173	0.00000	202	0.00000	193	0.00001
Methanoregulaceae	1198451	F	58	0.00000	88	0.00000	59	0.00000	34	0.00000	72	0.00000	49	0.00000
Methanocellaceae	570265	F	52	0.00000	79	0.00000	60	0.00000	27	0.00000	40	0.00000	36	0.00000
Methanobacteriaceae	2159	F	301	0.00001	131	0.00000	85	0.00000	203	0.00001	245	0.00001	194	0.00001
Methanococcaceae	2183	F	142	0.00000	38	0.00000	29	0.00000	179	0.00000	172	0.00000	81	0.00000
Methanocaldococcaceae	196117	F	64	0.00000	71	0.00000	51	0.00000	40	0.00000	68	0.00000	36	0.00000
Thermococcaceae	2259	F	273	0.00000	267	0.00001	304	0.00001	161	0.00000	261	0.00001	201	0.00001
Thermoplasmataceae	46659	F	13	0.00000	16	0.00000	16	0.00000	11	0.00000	0	0.00000	18	0.00000
Candidatus Methanomethylophilaceae	2517203	F	15	0.00000	55	0.00000	20	0.00000	12	0.00000	31	0.00000	22	0.00000
Archaeoglobaceae	2232	F	72	0.00000	52	0.00000	39	0.00000	43	0.00000	35	0.00000	61	0.00000
Sulfolobaceae	118883	F	620	0.00001	509	0.00001	386	0.00001	440	0.00001	522	0.00001	399	0.00001
Desulfurococcaceae	2272	F	67	0.00000	70	0.00000	24	0.00000	19	0.00000	26	0.00000	45	0.00000
Pyrodictiaceae	2307	F	16	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Thermoproteaceae	2267	F	40	0.00000	30	0.00000	11	0.00000	15	0.00000	39	0.00000	26	0.00000
Thermofilaceae	114378	F	13	0.00000	33	0.00000	0	0.00000	16	0.00000	11	0.00000	33	0.00000
Candidatus Nitrosocaldaceae	1968910	F	22	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000
Nitrososphaeraceae	1033997	F	19	0.00000	22	0.00000	0	0.00000	13	0.00000	15	0.00000	15	0.00000
Siphoviridae	10699	F	3603	0.00007	2170	0.00006	4629	0.00009	1558	0.00004	4365	0.00009	2461	0.00006
Myoviridae	10662	F	244	0.00000	166	0.00000	352	0.00001	145	0.00000	184	0.00000	191	0.00001
Podoviridae	10744	F	125	0.00000	195	0.00001	16484	0.00031	56	0.00000	205	0.00000	76	0.00000
Herpesviridae	10292	F	241	0.00000	297	0.00001	25	0.00000	197	0.00001	280	0.00001	255	0.00001
Partitiviridae	11012	F	11	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000
Poxviridae	10240	F	23	0.00000	15	0.00000	12	0.00000	10	0.00000	13	0.00000	18	0.00000
Mimiviridae	549779	F	10	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000
Phycodnaviridae	10501	F	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cuniculiplasmataceae	1747776	F	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000
Closteroviridae	69973	F	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000
Iridoviridae	10486	F	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	10	0.00000
Simkaniaceae	92712	F	0	0.00000	0	0.00000	0	0.00000	15	0.00000	12	0.00000	0	0.00000
Retroviridae	11632	F	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000
Candidatus Babeliaceae	2497645	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	87	0.00000
