name	taxonomy_id	taxonomy_lvl	sample_A_num	sample_A_frac	sample_B_num	sample_B_frac	sample_C_num	sample_C_frac	sample_D_num	sample_D_frac	sample_E_num	sample_E_frac	sample_F_num	sample_F_frac
Glutamicibacter	1742989	G	2363	0.00004	2093	0.00006	3842	0.00007	1331	0.00003	1865	0.00004	1932	0.00005
Sinomonas	596707	G	1537	0.00003	1759	0.00005	1739	0.00003	910	0.00002	1406	0.00003	1411	0.00004
Citricoccus	169133	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Zhihengliuella	370735	G	1521	0.00003	2348	0.00006	1430	0.00003	687	0.00002	1543	0.00003	1153	0.00003
Auritidibacter	1160973	G	474	0.00001	384	0.00001	642	0.00001	218	0.00001	338	0.00001	361	0.00001
Renibacterium	1645	G	409	0.00001	196	0.00001	347	0.00001	205	0.00001	241	0.00001	269	0.00001
Neomicrococcus	1868332	G	331	0.00001	218	0.00001	500	0.00001	150	0.00000	220	0.00000	254	0.00001
Psychromicrobium	2078575	G	241	0.00000	188	0.00001	517	0.00001	178	0.00000	179	0.00000	197	0.00001
Paenarthrobacter	1742992	G	317	0.00001	337	0.00001	338	0.00001	150	0.00000	215	0.00000	329	0.00001
Microbacterium	33882	G	23717	0.00043	24593	0.00066	34867	0.00066	13407	0.00035	19650	0.00042	19484	0.00051
Agromyces	33877	G	4541	0.00008	4431	0.00012	5444	0.00010	2541	0.00007	3853	0.00008	4003	0.00011
Rathayibacter	33886	G	3273	0.00006	3254	0.00009	4688	0.00009	1913	0.00005	2631	0.00006	2760	0.00007
Leifsonia	110932	G	2888	0.00005	2728	0.00007	4847	0.00009	1602	0.00004	2514	0.00005	2369	0.00006
Clavibacter	1573	G	2357	0.00004	2644	0.00007	3634	0.00007	1334	0.00003	2188	0.00005	1965	0.00005
Cryobacterium	69578	G	2222	0.00004	2135	0.00006	2778	0.00005	1295	0.00003	1713	0.00004	1763	0.00005
Curtobacterium	2034	G	2217	0.00004	2168	0.00006	3846	0.00007	1184	0.00003	2121	0.00004	1793	0.00005
Agrococcus	46352	G	2242	0.00004	2681	0.00007	2510	0.00005	1495	0.00004	2174	0.00005	2048	0.00005
Leucobacter	55968	G	1965	0.00004	1992	0.00005	2601	0.00005	1105	0.00003	1767	0.00004	1710	0.00005
Frondihabitans	447237	G	1811	0.00003	1797	0.00005	2459	0.00005	1013	0.00003	1550	0.00003	1634	0.00004
Plantibacter	190323	G	1568	0.00003	1497	0.00004	1726	0.00003	748	0.00002	1184	0.00003	1172	0.00003
Microterricola	518733	G	1314	0.00002	1249	0.00003	1845	0.00003	743	0.00002	1035	0.00002	1030	0.00003
Lysinimonas	1434018	G	1092	0.00002	1156	0.00003	1110	0.00002	726	0.00002	980	0.00002	968	0.00003
Salinibacterium	235888	G	922	0.00002	827	0.00002	1224	0.00002	457	0.00001	685	0.00001	753	0.00002
Microcella	337004	G	807	0.00001	822	0.00002	884	0.00002	555	0.00001	616	0.00001	731	0.00002
Rhodoluna	529883	G	423	0.00001	289	0.00001	444	0.00001	254	0.00001	297	0.00001	364	0.00001
Candidatus Aquiluna	529881	G	184	0.00000	120	0.00000	275	0.00001	63	0.00000	133	0.00000	89	0.00000
Gryllotalpicola	1195526	G	617	0.00001	667	0.00002	666	0.00001	318	0.00001	506	0.00001	511	0.00001
Mycetocola	76634	G	476	0.00001	414	0.00001	505	0.00001	226	0.00001	392	0.00001	406	0.00001
Aurantimicrobium	1705353	G	280	0.00001	263	0.00001	428	0.00001	171	0.00000	209	0.00000	242	0.00001
Cnuibacter	1759331	G	1877	0.00003	2403	0.00006	1908	0.00004	1406	0.00004	1836	0.00004	1862	0.00005
Humibacter	427753	G	1862	0.00003	1559	0.00004	2309	0.00004	1027	0.00003	1532	0.00003	1562	0.00004
Pontimonas	1434032	G	68	0.00000	20	0.00000	143	0.00000	30	0.00000	52	0.00000	49	0.00000
Brachybacterium	43668	G	11857	0.00021	12736	0.00034	17339	0.00033	7301	0.00019	10329	0.00022	10058	0.00027
Dermabacter	36739	G	1262	0.00002	1242	0.00003	1177	0.00002	769	0.00002	862	0.00002	1044	0.00003
Devriesea	472568	G	607	0.00001	427	0.00001	1137	0.00002	344	0.00001	444	0.00001	452	0.00001
Ornithinimicrobium	125287	G	3977	0.00007	4146	0.00011	5461	0.00010	2219	0.00006	3419	0.00007	3265	0.00009
Serinicoccus	265976	G	2391	0.00004	2583	0.00007	3147	0.00006	1450	0.00004	2044	0.00004	2024	0.00005
Janibacter	53457	G	1948	0.00004	1923	0.00005	3247	0.00006	1073	0.00003	1676	0.00004	1631	0.00004
Arsenicicoccus	267408	G	1849	0.00003	1684	0.00005	2628	0.00005	961	0.00003	1542	0.00003	1526	0.00004
Intrasporangium	53357	G	1401	0.00003	1408	0.00004	1944	0.00004	870	0.00002	1112	0.00002	1126	0.00003
Phycicoccus	367298	G	1186	0.00002	1175	0.00003	1768	0.00003	614	0.00002	1069	0.00002	1002	0.00003
Isoptericola	254250	G	3739	0.00007	4318	0.00012	5520	0.00010	2060	0.00005	3012	0.00006	3082	0.00008
Cellulosimicrobium	157920	G	3107	0.00006	3739	0.00010	3919	0.00007	1720	0.00004	2833	0.00006	2727	0.00007
Xylanibacterium	228972	G	2085	0.00004	2098	0.00006	2813	0.00005	1036	0.00003	1959	0.00004	1776	0.00005
Xylanimonas	186188	G	2067	0.00004	2100	0.00006	2728	0.00005	1142	0.00003	1827	0.00004	1716	0.00005
Xylanimicrobium	289244	G	1687	0.00003	2201	0.00006	2094	0.00004	1036	0.00003	1669	0.00004	1718	0.00005
Georgenia	154116	G	12315	0.00022	13616	0.00036	15333	0.00029	6779	0.00018	10976	0.00023	10639	0.00028
Brevibacterium	1696	G	10353	0.00019	6913	0.00019	10760	0.00020	4522	0.00012	8627	0.00018	7893	0.00021
Cellulomonas	1707	G	7524	0.00014	9749	0.00026	9288	0.00017	4505	0.00012	7467	0.00016	7047	0.00019
Paraoerskovia	665568	G	1422	0.00003	1704	0.00005	1754	0.00003	881	0.00002	1473	0.00003	1403	0.00004
Beutenbergia	84756	G	2130	0.00004	2203	0.00006	2263	0.00004	1041	0.00003	1763	0.00004	1736	0.00005
Miniimonas	947525	G	2038	0.00004	2584	0.00007	3599	0.00007	1162	0.00003	2067	0.00004	1891	0.00005
Kytococcus	57499	G	1944	0.00004	1770	0.00005	1917	0.00004	1436	0.00004	1498	0.00003	1587	0.00004
Dermacoccus	57495	G	1121	0.00002	1003	0.00003	1528	0.00003	647	0.00002	886	0.00002	868	0.00002
Luteipulveratus	745364	G	722	0.00001	790	0.00002	1337	0.00003	327	0.00001	593	0.00001	569	0.00002
Austwickia	1184606	G	1114	0.00002	1025	0.00003	2204	0.00004	538	0.00001	956	0.00002	886	0.00002
Dermatophilus	1862	G	717	0.00001	617	0.00002	1157	0.00002	307	0.00001	572	0.00001	492	0.00001
Sanguibacter	60919	G	1885	0.00003	2108	0.00006	2741	0.00005	959	0.00003	1665	0.00004	1719	0.00005
Jonesia	43673	G	431	0.00001	340	0.00001	617	0.00001	279	0.00001	296	0.00001	326	0.00001
Tropheryma	2038	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Pseudopropionibacterium	1912217	G	1991114	0.03599	644031	0.01725	2557503	0.04813	924034	0.02413	631568	0.01338	1105711	0.02917
Tessaracoccus	72763	G	16899	0.00031	7467	0.00020	48459	0.00091	6964	0.00018	15489	0.00033	11509	0.00030
Propionibacterium	1743	G	12851	0.00023	10965	0.00029	28593	0.00054	6339	0.00017	10663	0.00023	9955	0.00026
Acidipropionibacterium	1912215	G	9026	0.00016	7568	0.00020	18320	0.00034	4476	0.00012	8020	0.00017	7198	0.00019
Cutibacterium	1912216	G	5336	0.00010	4499	0.00012	13293	0.00025	2934	0.00008	4546	0.00010	4066	0.00011
Microlunatus	29404	G	2123	0.00004	1470	0.00004	4723	0.00009	1108	0.00003	1701	0.00004	1603	0.00004
Auraticoccus	1278221	G	1317	0.00002	974	0.00003	3240	0.00006	590	0.00002	1291	0.00003	1006	0.00003
Propionimicrobium	203133	G	440	0.00001	247	0.00001	1249	0.00002	180	0.00000	375	0.00001	353	0.00001
Nocardioides	1839	G	9871	0.00018	8835	0.00024	14569	0.00027	5579	0.00015	8271	0.00018	8061	0.00021
Aeromicrobium	2040	G	4435	0.00008	3789	0.00010	6713	0.00013	2391	0.00006	3366	0.00007	3482	0.00009
Friedmanniella	53387	G	1921	0.00003	1690	0.00005	3607	0.00007	987	0.00003	1758	0.00004	1583	0.00004
Micropruina	116071	G	1172	0.00002	911	0.00002	2213	0.00004	616	0.00002	950	0.00002	906	0.00002
Pimelobacter	2044	G	986	0.00002	935	0.00003	1877	0.00004	584	0.00002	870	0.00002	812	0.00002
Kribbella	182639	G	781	0.00001	722	0.00002	1568	0.00003	465	0.00001	704	0.00001	630	0.00002
Marmoricola	86795	G	845	0.00002	1084	0.00003	1417	0.00003	457	0.00001	757	0.00002	702	0.00002
Actinopolymorpha	117156	G	723	0.00001	654	0.00002	1177	0.00002	377	0.00001	606	0.00001	578	0.00002
Streptomyces	1883	G	71819	0.00130	67651	0.00181	109976	0.00207	39272	0.00103	58401	0.00124	58218	0.00154
Kitasatospora	2063	G	2425	0.00004	2094	0.00006	3397	0.00006	1346	0.00004	1982	0.00004	1825	0.00005
Streptacidiphilus	228398	G	650	0.00001	589	0.00002	1123	0.00002	281	0.00001	522	0.00001	539	0.00001
Amycolatopsis	1813	G	3686	0.00007	3105	0.00008	6210	0.00012	2013	0.00005	2818	0.00006	2806	0.00007
Pseudonocardia	1847	G	3979	0.00007	3245	0.00009	6991	0.00013	2020	0.00005	3304	0.00007	3180	0.00008
Saccharomonospora	1851	G	2762	0.00005	2557	0.00007	4434	0.00008	1435	0.00004	2328	0.00005	2213	0.00006
Actinoalloteichus	65496	G	2422	0.00004	2160	0.00006	4025	0.00008	1408	0.00004	2056	0.00004	2078	0.00005
Actinosynnema	40566	G	837	0.00002	766	0.00002	1401	0.00003	481	0.00001	753	0.00002	687	0.00002
Saccharothrix	2071	G	800	0.00001	773	0.00002	1258	0.00002	476	0.00001	619	0.00001	635	0.00002
Kutzneria	43356	G	732	0.00001	691	0.00002	1457	0.00003	425	0.00001	599	0.00001	594	0.00002
Saccharopolyspora	1835	G	702	0.00001	591	0.00002	1229	0.00002	283	0.00001	496	0.00001	506	0.00001
Alloactinosynnema	674734	G	705	0.00001	623	0.00002	599	0.00001	587	0.00002	624	0.00001	509	0.00001
Allokutzneria	1137960	G	686	0.00001	614	0.00002	1168	0.00002	403	0.00001	484	0.00001	572	0.00002
Kibdelosporangium	2029	G	617	0.00001	578	0.00002	777	0.00001	331	0.00001	508	0.00001	471	0.00001
Lentzea	165301	G	557	0.00001	629	0.00002	769	0.00001	446	0.00001	637	0.00001	452	0.00001
Prauserella	142577	G	515	0.00001	401	0.00001	812	0.00002	248	0.00001	384	0.00001	381	0.00001
Micromonospora	1873	G	7988	0.00014	6983	0.00019	13411	0.00025	4038	0.00011	6844	0.00014	6226	0.00016
Actinoplanes	1865	G	4863	0.00009	4535	0.00012	7536	0.00014	2748	0.00007	3989	0.00008	3926	0.00010
Plantactinospora	673534	G	974	0.00002	1064	0.00003	1770	0.00003	575	0.00002	883	0.00002	838	0.00002
Salinispora	168694	G	805	0.00001	648	0.00002	1481	0.00003	434	0.00001	574	0.00001	619	0.00002
Verrucosispora	84593	G	298	0.00001	266	0.00001	348	0.00001	179	0.00000	268	0.00001	187	0.00000
Bifidobacterium	1678	G	10548	0.00019	11725	0.00031	13951	0.00026	6562	0.00017	8982	0.00019	9055	0.00024
Parascardovia	196082	G	635	0.00001	687	0.00002	767	0.00001	344	0.00001	585	0.00001	509	0.00001
Gardnerella	2701	G	190	0.00000	168	0.00000	179	0.00000	178	0.00000	241	0.00001	154	0.00000
Scardovia	196081	G	165	0.00000	95	0.00000	244	0.00000	100	0.00000	308	0.00001	135	0.00000
Nocardiopsis	2013	G	2556	0.00005	2482	0.00007	3862	0.00007	1303	0.00003	2237	0.00005	2182	0.00006
Streptomonospora	104204	G	720	0.00001	508	0.00001	1454	0.00003	303	0.00001	587	0.00001	556	0.00001
Thermobifida	83677	G	604	0.00001	503	0.00001	805	0.00002	323	0.00001	488	0.00001	481	0.00001
Streptosporangium	2000	G	2027	0.00004	1899	0.00005	3454	0.00007	1034	0.00003	1657	0.00004	1744	0.00005
Nonomuraea	83681	G	1174	0.00002	1331	0.00004	1417	0.00003	777	0.00002	1086	0.00002	1061	0.00003
Thermomonospora	2019	G	838	0.00002	807	0.00002	928	0.00002	505	0.00001	832	0.00002	810	0.00002
Actinomadura	1988	G	541	0.00001	572	0.00002	1129	0.00002	292	0.00001	547	0.00001	436	0.00001
Frankia	1854	G	3057	0.00006	3225	0.00009	4799	0.00009	1714	0.00004	2932	0.00006	2648	0.00007
Jatrophihabitans	1434010	G	991	0.00002	861	0.00002	1283	0.00002	563	0.00001	874	0.00002	857	0.00002
Blastococcus	38501	G	970	0.00002	937	0.00003	1329	0.00003	560	0.00001	857	0.00002	845	0.00002
Geodermatophilus	1860	G	673	0.00001	593	0.00002	1173	0.00002	318	0.00001	477	0.00001	522	0.00001
Modestobacter	88138	G	644	0.00001	660	0.00002	1286	0.00002	335	0.00001	563	0.00001	512	0.00001
Jiangella	281472	G	1932	0.00003	1990	0.00005	2976	0.00006	1013	0.00003	1736	0.00004	1509	0.00004
Nakamurella	53460	G	1576	0.00003	1366	0.00004	2949	0.00006	877	0.00002	1351	0.00003	1210	0.00003
Kineococcus	33981	G	1128	0.00002	1158	0.00003	3001	0.00006	747	0.00002	1205	0.00003	963	0.00003
Catenulispora	414878	G	1695	0.00003	1694	0.00005	1135	0.00002	1160	0.00003	1583	0.00003	1406	0.00004
Stackebrandtia	283810	G	767	0.00001	536	0.00001	1144	0.00002	414	0.00001	536	0.00001	600	0.00002
Actinopolyspora	1849	G	746	0.00001	528	0.00001	859	0.00002	377	0.00001	494	0.00001	501	0.00001
Thermobispora	147067	G	616	0.00001	498	0.00001	1187	0.00002	300	0.00001	482	0.00001	431	0.00001
Candidatus Planktophila	622681	G	366	0.00001	344	0.00001	486	0.00001	368	0.00001	374	0.00001	297	0.00001
Candidatus Nanopelagicus	2039639	G	57	0.00000	58	0.00000	47	0.00000	65	0.00000	52	0.00000	36	0.00000
Acidothermus	28048	G	291	0.00001	300	0.00001	431	0.00001	169	0.00000	236	0.00000	260	0.00001
Atopobium	1380	G	70553	0.00128	252124	0.00675	642	0.00001	639165	0.01669	360134	0.00763	140396	0.00370
Olsenella	133925	G	49182	0.00089	49358	0.00132	380515	0.00716	4553	0.00012	122373	0.00259	12459	0.00033
Parolsenella	2082587	G	209	0.00000	311	0.00001	117	0.00000	140	0.00000	159	0.00000	222	0.00001
Libanicoccus	1935188	G	144	0.00000	247	0.00001	207	0.00000	171	0.00000	186	0.00000	184	0.00000
Collinsella	102106	G	786	0.00001	986	0.00003	840	0.00002	558	0.00001	855	0.00002	947	0.00002
Coriobacterium	33870	G	369	0.00001	436	0.00001	907	0.00002	318	0.00001	148	0.00000	227	0.00001
Gordonibacter	644652	G	951	0.00002	1040	0.00003	999	0.00002	9455	0.00025	1015	0.00002	859	0.00002
Eggerthella	84111	G	603	0.00001	795	0.00002	501	0.00001	325	0.00001	480	0.00001	658	0.00002
Slackia	84108	G	381	0.00001	547	0.00001	274	0.00001	333	0.00001	289	0.00001	541	0.00001
Denitrobacterium	79603	G	353	0.00001	433	0.00001	343	0.00001	298	0.00001	317	0.00001	352	0.00001
Adlercreutzia	447020	G	321	0.00001	404	0.00001	433	0.00001	202	0.00001	321	0.00001	415	0.00001
Cryptobacterium	84162	G	78	0.00000	93	0.00000	44	0.00000	83	0.00000	87	0.00000	87	0.00000
Phoenicibacter	1981050	G	35	0.00000	90	0.00000	30	0.00000	48	0.00000	55	0.00000	51	0.00000
Egibacter	1747770	G	346	0.00001	217	0.00001	257	0.00000	174	0.00000	209	0.00000	296	0.00001
Euzebya	908623	G	302	0.00001	319	0.00001	452	0.00001	157	0.00000	268	0.00001	276	0.00001
Egicoccus	1755825	G	209	0.00000	251	0.00001	265	0.00000	116	0.00000	169	0.00000	189	0.00000
Conexibacter	191494	G	401	0.00001	416	0.00001	459	0.00001	316	0.00001	387	0.00001	329	0.00001
Rubrobacter	42255	G	439	0.00001	582	0.00002	537	0.00001	258	0.00001	307	0.00001	370	0.00001
Acidimicrobium	53634	G	67	0.00000	88	0.00000	47	0.00000	52	0.00000	62	0.00000	66	0.00000
Veillonella	29465	G	6934476	0.12535	837002	0.02242	141075	0.00266	5979287	0.15612	6316885	0.13383	3861946	0.10189
Dialister	39948	G	2038	0.00004	2957	0.00008	658	0.00001	1819	0.00005	4018	0.00009	1424	0.00004
Megasphaera	906	G	1536	0.00003	4547	0.00012	675	0.00001	5551	0.00014	3557	0.00008	3429	0.00009
Negativicoccus	909928	G	410	0.00001	564	0.00002	125	0.00000	299	0.00001	567	0.00001	321	0.00001
Selenomonas	970	G	1221815	0.02209	3275586	0.08774	230701	0.00434	990488	0.02586	818407	0.01734	1606564	0.04239
Megamonas	158846	G	165	0.00000	542	0.00001	32	0.00000	165	0.00000	302	0.00001	136	0.00000
Pelosinus	365348	G	295	0.00001	295	0.00001	98	0.00000	324	0.00001	272	0.00001	210	0.00001
Methylomusa	2093783	G	117	0.00000	207	0.00001	42	0.00000	95	0.00000	163	0.00000	114	0.00000
Acidaminococcus	904	G	460	0.00001	813	0.00002	198	0.00000	358	0.00001	504	0.00001	374	0.00001
Phascolarctobacterium	33024	G	257	0.00000	334	0.00001	85	0.00000	284	0.00001	248	0.00001	293	0.00001
Streptococcus	1301	G	5399261	0.09760	2370902	0.06351	6866230	0.12923	3267327	0.08531	4846390	0.10268	2990220	0.07889
Lactococcus	1357	G	1471	0.00003	1005	0.00003	2491	0.00005	1286	0.00003	1250	0.00003	1005	0.00003
Lactobacillus	1578	G	8421	0.00015	5523	0.00015	13836	0.00026	7349	0.00019	7041	0.00015	5171	0.00014
Pediococcus	1253	G	509	0.00001	264	0.00001	1133	0.00002	520	0.00001	424	0.00001	330	0.00001
Enterococcus	1350	G	6134	0.00011	29303	0.00078	40386	0.00076	5446	0.00014	5355	0.00011	3597	0.00009
Vagococcus	2737	G	1411	0.00003	645	0.00002	4522	0.00009	1441	0.00004	1036	0.00002	839	0.00002
Tetragenococcus	51668	G	515	0.00001	334	0.00001	1236	0.00002	540	0.00001	445	0.00001	339	0.00001
Melissococcus	33969	G	120	0.00000	31	0.00000	179	0.00000	76	0.00000	107	0.00000	74	0.00000
Carnobacterium	2747	G	1727	0.00003	917	0.00002	4986	0.00009	1619	0.00004	1334	0.00003	983	0.00003
Jeotgalibaca	1470540	G	1186	0.00002	680	0.00002	3876	0.00007	1387	0.00004	1025	0.00002	767	0.00002
Marinilactibacillus	191769	G	291	0.00001	172	0.00000	585	0.00001	323	0.00001	187	0.00000	138	0.00000
Aerococcus	1375	G	2426	0.00004	1470	0.00004	7161	0.00013	2711	0.00007	1763	0.00004	1336	0.00004
Weissella	46255	G	694	0.00001	477	0.00001	1232	0.00002	688	0.00002	560	0.00001	395	0.00001
Leuconostoc	1243	G	651	0.00001	380	0.00001	594	0.00001	523	0.00001	412	0.00001	399	0.00001
Oenococcus	46254	G	231	0.00000	130	0.00000	387	0.00001	286	0.00001	236	0.00000	161	0.00000
Staphylococcus	1279	G	56195	0.00102	43365	0.00116	39989	0.00075	38316	0.00100	73561	0.00156	40930	0.00108
Macrococcus	69965	G	406	0.00001	145	0.00000	914	0.00002	400	0.00001	280	0.00001	263	0.00001
Salinicoccus	45669	G	145	0.00000	134	0.00000	91	0.00000	154	0.00000	189	0.00000	77	0.00000
Auricoccus	2005363	G	88	0.00000	58	0.00000	333	0.00001	105	0.00000	113	0.00000	55	0.00000
Jeotgalicoccus	227979	G	82	0.00000	93	0.00000	113	0.00000	52	0.00000	41	0.00000	54	0.00000
Gemella	1378	G	32686	0.00059	13007	0.00035	18181	0.00034	39164	0.00102	25552	0.00054	12655	0.00033
Exiguobacterium	33986	G	562	0.00001	718	0.00002	661	0.00001	424	0.00001	415	0.00001	394	0.00001
Bacillus	1386	G	15028	0.00027	16466	0.00044	12924	0.00024	10145	0.00026	15439	0.00033	7615	0.00020
Geobacillus	129337	G	1110	0.00002	1231	0.00003	1205	0.00002	855	0.00002	852	0.00002	965	0.00003
Lysinibacillus	400634	G	703	0.00001	483	0.00001	1540	0.00003	640	0.00002	636	0.00001	483	0.00001
Virgibacillus	84406	G	574	0.00001	388	0.00001	865	0.00002	503	0.00001	494	0.00001	393	0.00001
Anoxybacillus	150247	G	414	0.00001	410	0.00001	513	0.00001	394	0.00001	352	0.00001	370	0.00001
Halobacillus	45667	G	246	0.00000	223	0.00001	274	0.00001	269	0.00001	224	0.00000	164	0.00000
Oceanobacillus	182709	G	238	0.00000	163	0.00000	607	0.00001	258	0.00001	220	0.00000	144	0.00000
Fictibacillus	1329200	G	175	0.00000	215	0.00001	200	0.00000	132	0.00000	171	0.00000	125	0.00000
Terribacillus	459532	G	128	0.00000	124	0.00000	96	0.00000	62	0.00000	103	0.00000	70	0.00000
Amphibacillus	29331	G	88	0.00000	89	0.00000	122	0.00000	100	0.00000	68	0.00000	73	0.00000
Parageobacillus	1906945	G	181	0.00000	89	0.00000	139	0.00000	176	0.00000	75	0.00000	134	0.00000
Aeribacillus	1055323	G	93	0.00000	69	0.00000	152	0.00000	85	0.00000	51	0.00000	104	0.00000
Lentibacillus	175304	G	61	0.00000	32	0.00000	58	0.00000	28	0.00000	38	0.00000	31	0.00000
Paraliobacillus	200903	G	60	0.00000	38	0.00000	131	0.00000	63	0.00000	58	0.00000	46	0.00000
Salimicrobium	351195	G	52	0.00000	44	0.00000	65	0.00000	31	0.00000	64	0.00000	35	0.00000
Paenibacillus	44249	G	7724	0.00014	8406	0.00023	5324	0.00010	5561	0.00015	6657	0.00014	5849	0.00015
Brevibacillus	55080	G	941	0.00002	879	0.00002	486	0.00001	1044	0.00003	989	0.00002	709	0.00002
Aneurinibacillus	55079	G	610	0.00001	334	0.00001	165	0.00000	211	0.00001	337	0.00001	419	0.00001
Cohnella	329857	G	271	0.00000	518	0.00001	141	0.00000	250	0.00001	318	0.00001	277	0.00001
Thermobacillus	76632	G	271	0.00000	511	0.00001	268	0.00001	337	0.00001	216	0.00000	235	0.00001
Planococcus	1372	G	966	0.00002	828	0.00002	1133	0.00002	722	0.00002	820	0.00002	696	0.00002
Sporosarcina	1569	G	553	0.00001	453	0.00001	1040	0.00002	436	0.00001	466	0.00001	370	0.00001
Solibacillus	648800	G	187	0.00000	98	0.00000	457	0.00001	172	0.00000	194	0.00000	142	0.00000
Kurthia	1649	G	139	0.00000	92	0.00000	356	0.00001	179	0.00000	174	0.00000	99	0.00000
Jeotgalibacillus	157226	G	114	0.00000	107	0.00000	224	0.00000	84	0.00000	83	0.00000	53	0.00000
Ureibacillus	160795	G	136	0.00000	54	0.00000	526	0.00001	149	0.00000	80	0.00000	94	0.00000
Rummeliibacillus	648802	G	90	0.00000	48	0.00000	317	0.00001	110	0.00000	69	0.00000	54	0.00000
Paenisporosarcina	651660	G	74	0.00000	67	0.00000	210	0.00000	96	0.00000	104	0.00000	62	0.00000
Tumebacillus	432330	G	569	0.00001	572	0.00002	343	0.00001	392	0.00001	400	0.00001	447	0.00001
Alicyclobacillus	29330	G	452	0.00001	568	0.00002	338	0.00001	250	0.00001	375	0.00001	392	0.00001
Kyrpidia	1129704	G	242	0.00000	207	0.00001	125	0.00000	104	0.00000	196	0.00000	171	0.00000
Listeria	1637	G	1119	0.00002	627	0.00002	1880	0.00004	1236	0.00003	1065	0.00002	742	0.00002
Brochothrix	2755	G	162	0.00000	260	0.00001	400	0.00001	182	0.00000	143	0.00000	217	0.00001
Laceyella	292635	G	234	0.00000	46	0.00000	75	0.00000	167	0.00000	76	0.00000	66	0.00000
Thermoactinomyces	2023	G	97	0.00000	80	0.00000	285	0.00001	100	0.00000	69	0.00000	73	0.00000
Novibacillus	1677050	G	72	0.00000	93	0.00000	220	0.00000	76	0.00000	203	0.00000	64	0.00000
Sporolactobacillus	2077	G	154	0.00000	174	0.00000	103	0.00000	179	0.00000	161	0.00000	135	0.00000
Lachnoanaerobaculum	1164882	G	86382	0.00156	45862	0.00123	70593	0.00133	39792	0.00104	60084	0.00127	43682	0.00115
Lachnoclostridium	1506553	G	10692	0.00019	12021	0.00032	2261	0.00004	3150	0.00008	9680	0.00021	7507	0.00020
Blautia	572511	G	2535	0.00005	2967	0.00008	1757	0.00003	2077	0.00005	2272	0.00005	2411	0.00006
Roseburia	841	G	3313	0.00006	2931	0.00008	854	0.00002	1624	0.00004	2810	0.00006	2448	0.00006
Butyrivibrio	830	G	1729	0.00003	1663	0.00004	1019	0.00002	1299	0.00003	1523	0.00003	1426	0.00004
Anaerostipes	207244	G	1181	0.00002	1140	0.00003	575	0.00001	787	0.00002	955	0.00002	980	0.00003
Anaerobutyricum	2569097	G	708	0.00001	565	0.00002	468	0.00001	413	0.00001	564	0.00001	432	0.00001
Cellulosilyticum	698776	G	360	0.00001	181	0.00000	181	0.00000	225	0.00001	283	0.00001	189	0.00000
Herbinix	1663717	G	380	0.00001	331	0.00001	262	0.00000	237	0.00001	321	0.00001	261	0.00001
Anaerotignum	2039240	G	250	0.00000	249	0.00001	7665	0.00014	214	0.00001	217	0.00000	168	0.00000
Clostridium	1485	G	11358	0.00021	6249	0.00017	4630	0.00009	6935	0.00018	10124	0.00021	6993	0.00018
Hungatella	1649459	G	471	0.00001	801	0.00002	285	0.00001	393	0.00001	380	0.00001	567	0.00001
Candidatus Arthromitus	49082	G	250	0.00000	140	0.00000	40	0.00000	107	0.00000	210	0.00000	132	0.00000
Alkaliphilus	114627	G	216	0.00000	182	0.00000	173	0.00000	189	0.00000	255	0.00001	159	0.00000
Mordavella	1981033	G	224	0.00000	505	0.00001	167	0.00000	294	0.00001	253	0.00001	311	0.00001
Caloramator	44258	G	154	0.00000	106	0.00000	143	0.00000	127	0.00000	143	0.00000	201	0.00001
Geosporobacter	390805	G	285	0.00001	136	0.00000	93	0.00000	197	0.00001	273	0.00001	80	0.00000
Hathewaya	1769729	G	130	0.00000	35	0.00000	91	0.00000	140	0.00000	170	0.00000	76	0.00000
Mogibacterium	86331	G	8512	0.00015	24356	0.00065	4533	0.00009	11823	0.00031	10712	0.00023	6159	0.00016
Aminipila	2060094	G	114	0.00000	159	0.00000	133	0.00000	129	0.00000	117	0.00000	89	0.00000
Thermaerobacter	73918	G	420	0.00001	396	0.00001	268	0.00001	233	0.00001	313	0.00001	297	0.00001
Carboxydocella	178898	G	99	0.00000	139	0.00000	116	0.00000	69	0.00000	72	0.00000	85	0.00000
Faecalibacterium	216851	G	2853	0.00005	5567	0.00015	1375	0.00003	1895	0.00005	2727	0.00006	3314	0.00009
Ruminococcus	1263	G	1012	0.00002	1555	0.00004	366	0.00001	664	0.00002	791	0.00002	780	0.00002
Ethanoligenens	253238	G	307	0.00001	409	0.00001	358	0.00001	196	0.00001	198	0.00000	252	0.00001
Ruthenibacterium	1905344	G	588	0.00001	466	0.00001	144	0.00000	214	0.00001	547	0.00001	324	0.00001
Caproiciproducens	1738645	G	224	0.00000	412	0.00001	132	0.00000	412	0.00001	232	0.00000	253	0.00001
Flavonifractor	946234	G	216	0.00000	388	0.00001	210	0.00000	221	0.00001	223	0.00000	438	0.00001
Filifactor	44259	G	1453	0.00003	1169	0.00003	3876	0.00007	1588	0.00004	1718	0.00004	722	0.00002
Clostridioides	1870884	G	2269	0.00004	1745	0.00005	1533	0.00003	2092	0.00005	3149	0.00007	1659	0.00004
