name	taxonomy_id	taxonomy_lvl	sample_A_num	sample_A_frac	sample_B_num	sample_B_frac	sample_C_num	sample_C_frac	sample_D_num	sample_D_frac	sample_E_num	sample_E_frac	sample_F_num	sample_F_frac
Actinomyces oris	544580	S	4246180	0.07676	4073581	0.10912	4694560	0.08833	4893650	0.12778	3317090	0.07028	3478307	0.09178
Actinomyces sp. oral taxon 171	706438	S	2020924	0.03653	1443140	0.03866	3996429	0.07519	1394834	0.03642	1108981	0.02349	1658375	0.04376
Actinomyces viscosus	1656	S	1538146	0.02780	893301	0.02393	2160552	0.04065	837981	0.02188	731858	0.01550	1147464	0.03028
Actinomyces sp. oral taxon 897	2081702	S	572443	0.01035	234336	0.00628	218103	0.00410	290781	0.00759	179110	0.00379	309971	0.00818
Actinomyces hongkongensis	178339	S	418972	0.00757	1317886	0.03530	479715	0.00903	584531	0.01526	593868	0.01258	495519	0.01307
Actinomyces sp. oral taxon 414	712122	S	396131	0.00716	859915	0.02304	2393460	0.04503	473861	0.01237	515960	0.01093	318348	0.00840
Actinomyces sp. Chiba101	1851395	S	108515	0.00196	57419	0.00154	109105	0.00205	37119	0.00097	38088	0.00081	76698	0.00202
Actinomyces slackii	52774	S	88999	0.00161	73876	0.00198	144139	0.00271	45293	0.00118	52223	0.00111	64979	0.00171
Actinomyces radicidentis	111015	S	73836	0.00133	70472	0.00189	134234	0.00253	36638	0.00096	49751	0.00105	53005	0.00140
Actinomyces howellii	52771	S	68106	0.00123	67098	0.00180	127900	0.00241	34062	0.00089	46112	0.00098	49246	0.00130
Actinomyces gaoshouyii	1960083	S	55903	0.00101	33289	0.00089	58909	0.00111	21035	0.00055	22380	0.00047	41139	0.00109
Actinomyces sp. Z16	2079536	S	45290	0.00082	43874	0.00118	82103	0.00154	23671	0.00062	30704	0.00065	33040	0.00087
Actinomyces sp. dk561	2560010	S	43972	0.00079	43648	0.00117	78054	0.00147	22253	0.00058	29415	0.00062	31835	0.00084
Actinomyces sp. oral taxon 848	649739	S	36426	0.00066	39256	0.00105	128139	0.00241	19000	0.00050	44775	0.00095	39530	0.00104
Actinomyces sp. 299	2057743	S	36454	0.00066	36908	0.00099	61888	0.00116	21698	0.00057	31033	0.00066	28576	0.00075
Actinomyces sp. 410	2057800	S	31999	0.00058	31072	0.00083	59830	0.00113	17251	0.00045	22134	0.00047	23187	0.00061
Actinomyces sp. 2129	2321394	S	27282	0.00049	22993	0.00062	42731	0.00080	14625	0.00038	16470	0.00035	20397	0.00054
Actinomyces israelii	1659	S	22287	0.00040	20049	0.00054	35608	0.00067	11805	0.00031	13739	0.00029	16140	0.00043
Actinomyces pacaensis	1852377	S	6270	0.00011	9221	0.00025	6588	0.00012	6343	0.00017	5154	0.00011	5658	0.00015
Actinomyces tangfeifanii	1912795	S	930	0.00002	943	0.00003	972	0.00002	814	0.00002	715	0.00002	736	0.00002
Schaalia odontolytica	1660	S	233582	0.00422	234756	0.00629	1104579	0.02078	320052	0.00836	216220	0.00458	218545	0.00577
Schaalia meyeri	52773	S	156574	0.00283	177357	0.00475	28531	0.00054	167243	0.00437	138300	0.00293	156751	0.00414
Schaalia cardiffensis	181487	S	8107	0.00015	10438	0.00028	9576	0.00018	8082	0.00021	7277	0.00015	8455	0.00022
Schaalia radingae	131110	S	2289	0.00004	2531	0.00007	2501	0.00005	1901	0.00005	1923	0.00004	2188	0.00006
Flaviflexus salsibiostraticola	1282737	S	4195	0.00008	4234	0.00011	3509	0.00007	2249	0.00006	4028	0.00009	4013	0.00011
Flaviflexus sp. H23T48	2496867	S	1455	0.00003	1482	0.00004	1842	0.00003	712	0.00002	1353	0.00003	1336	0.00004
Trueperella pyogenes	1661	S	2913	0.00005	3213	0.00009	3317	0.00006	1679	0.00004	3074	0.00007	3005	0.00008
Trueperella bialowiezensis	312285	S	1655	0.00003	1573	0.00004	1081	0.00002	985	0.00003	1357	0.00003	1517	0.00004
Actinobaculum sp. 313	2495645	S	3607	0.00007	3676	0.00010	3166	0.00006	1871	0.00005	3935	0.00008	3706	0.00010
Arcanobacterium haemolyticum	28264	S	2351	0.00004	1165	0.00003	665	0.00001	1332	0.00003	1340	0.00003	2280	0.00006
Arcanobacterium phocae	131112	S	592	0.00001	397	0.00001	523	0.00001	339	0.00001	370	0.00001	415	0.00001
Actinotignum schaalii	59505	S	1714	0.00003	1669	0.00004	1850	0.00003	830	0.00002	1705	0.00004	1567	0.00004
Mobiluncus curtisii	2051	S	612	0.00001	645	0.00002	526	0.00001	355	0.00001	521	0.00001	535	0.00001
Corynebacterium matruchotii	43768	S	3153660	0.05701	2794130	0.07485	467681	0.00880	1213266	0.03168	2055930	0.04356	2431184	0.06415
Corynebacterium argentoratense	42817	S	4422	0.00008	694	0.00002	5427	0.00010	1836	0.00005	1049	0.00002	2564	0.00007
Corynebacterium striatum	43770	S	3916	0.00007	3048	0.00008	3059	0.00006	1754	0.00005	2136	0.00005	2635	0.00007
Corynebacterium aquilae	203263	S	2677	0.00005	582	0.00002	6850	0.00013	1733	0.00005	990	0.00002	1561	0.00004
Corynebacterium diphtheriae	1717	S	3086	0.00006	1134	0.00003	6539	0.00012	1663	0.00004	1118	0.00002	1819	0.00005
Corynebacterium efficiens	152794	S	2184	0.00004	1050	0.00003	3891	0.00007	1250	0.00003	1065	0.00002	1355	0.00004
Corynebacterium jeikeium	38289	S	2778	0.00005	1246	0.00003	6201	0.00012	1719	0.00004	1416	0.00003	1733	0.00005
Corynebacterium ulcerans	65058	S	2641	0.00005	1217	0.00003	6148	0.00012	1781	0.00005	1384	0.00003	1655	0.00004
Corynebacterium vitaeruminis	38305	S	1928	0.00003	1233	0.00003	3268	0.00006	1026	0.00003	1002	0.00002	1443	0.00004
Corynebacterium frankenforstense	1230998	S	1847	0.00003	1485	0.00004	3492	0.00007	1093	0.00003	1490	0.00003	1498	0.00004
Corynebacterium testudinoris	136857	S	1483	0.00003	656	0.00002	2972	0.00006	940	0.00002	735	0.00002	1020	0.00003
Corynebacterium uterequi	1072256	S	1394	0.00003	1187	0.00003	1935	0.00004	913	0.00002	1036	0.00002	1243	0.00003
Corynebacterium epidermidicanis	1050174	S	1386	0.00003	369	0.00001	3135	0.00006	806	0.00002	493	0.00001	796	0.00002
Corynebacterium marinum	349751	S	1402	0.00003	948	0.00003	2620	0.00005	738	0.00002	810	0.00002	1014	0.00003
Corynebacterium geronticis	2079234	S	1328	0.00002	389	0.00001	2885	0.00005	819	0.00002	536	0.00001	887	0.00002
Corynebacterium halotolerans	225326	S	1313	0.00002	786	0.00002	2746	0.00005	839	0.00002	828	0.00002	927	0.00002
Corynebacterium variabile	1727	S	1359	0.00002	1194	0.00003	2139	0.00004	865	0.00002	956	0.00002	1094	0.00003
Corynebacterium choanis	1862358	S	1214	0.00002	332	0.00001	2861	0.00005	892	0.00002	476	0.00001	737	0.00002
Corynebacterium mustelae	571915	S	1203	0.00002	488	0.00001	2607	0.00005	738	0.00002	586	0.00001	764	0.00002
Corynebacterium humireducens	1223514	S	1198	0.00002	527	0.00001	2695	0.00005	683	0.00002	649	0.00001	829	0.00002
Corynebacterium sphenisci	191493	S	1165	0.00002	978	0.00003	2177	0.00004	658	0.00002	849	0.00002	957	0.00003
Corynebacterium xerosis	1725	S	1178	0.00002	890	0.00002	2005	0.00004	692	0.00002	857	0.00002	846	0.00002
Corynebacterium renale	1724	S	1093	0.00002	591	0.00002	2244	0.00004	672	0.00002	623	0.00001	787	0.00002
Corynebacterium falsenii	108486	S	1147	0.00002	805	0.00002	2336	0.00004	708	0.00002	670	0.00001	799	0.00002
Corynebacterium maris	575200	S	1030	0.00002	666	0.00002	2021	0.00004	604	0.00002	664	0.00001	726	0.00002
Corynebacterium sp. 2183	2080740	S	1032	0.00002	900	0.00002	1424	0.00003	698	0.00002	692	0.00001	750	0.00002
Corynebacterium urealyticum	43771	S	1117	0.00002	666	0.00002	1872	0.00004	670	0.00002	556	0.00001	784	0.00002
Corynebacterium phocae	161895	S	986	0.00002	415	0.00001	2234	0.00004	611	0.00002	514	0.00001	667	0.00002
Corynebacterium glutamicum	1718	S	7484	0.00014	1939	0.00005	25641	0.00048	5596	0.00015	4661	0.00010	5994	0.00016
Corynebacterium resistens	258224	S	1043	0.00002	597	0.00002	1631	0.00003	660	0.00002	534	0.00001	716	0.00002
Corynebacterium riegelii	156976	S	979	0.00002	419	0.00001	2170	0.00004	548	0.00001	487	0.00001	644	0.00002
Corynebacterium terpenotabidum	89154	S	977	0.00002	526	0.00001	1806	0.00003	496	0.00001	542	0.00001	596	0.00002
Corynebacterium timonense	441500	S	955	0.00002	767	0.00002	1280	0.00002	769	0.00002	644	0.00001	781	0.00002
Corynebacterium deserti	1408191	S	1001	0.00002	384	0.00001	2172	0.00004	687	0.00002	445	0.00001	593	0.00002
Corynebacterium stationis	1705	S	968	0.00002	330	0.00001	1837	0.00003	568	0.00001	393	0.00001	597	0.00002
Corynebacterium pelargi	1471400	S	1007	0.00002	466	0.00001	2345	0.00004	637	0.00002	460	0.00001	694	0.00002
Corynebacterium glyciniphilum	1404244	S	883	0.00002	620	0.00002	1802	0.00003	483	0.00001	574	0.00001	651	0.00002
Corynebacterium simulans	146827	S	1077	0.00002	709	0.00002	2286	0.00004	978	0.00003	605	0.00001	767	0.00002
Corynebacterium sp. 2069/2	2488819	S	866	0.00002	491	0.00001	1752	0.00003	521	0.00001	505	0.00001	626	0.00002
Corynebacterium doosanense	1121358	S	904	0.00002	648	0.00002	1675	0.00003	494	0.00001	558	0.00001	634	0.00002
Corynebacterium flavescens	28028	S	865	0.00002	435	0.00001	1890	0.00004	739	0.00002	518	0.00001	633	0.00002
Corynebacterium sp. 2184	2079535	S	849	0.00002	522	0.00001	1593	0.00003	513	0.00001	441	0.00001	572	0.00002
Corynebacterium ureicelerivorans	401472	S	866	0.00002	605	0.00002	1983	0.00004	614	0.00002	593	0.00001	627	0.00002
Corynebacterium genitalium	38288	S	826	0.00001	487	0.00001	1394	0.00003	405	0.00001	458	0.00001	571	0.00002
Corynebacterium imitans	156978	S	835	0.00002	515	0.00001	1663	0.00003	540	0.00001	452	0.00001	561	0.00001
Corynebacterium segmentosum	43990	S	811	0.00001	336	0.00001	1833	0.00003	499	0.00001	348	0.00001	486	0.00001
Corynebacterium mycetoides	38302	S	856	0.00002	635	0.00002	1676	0.00003	523	0.00001	647	0.00001	645	0.00002
Corynebacterium pseudopelargi	2080757	S	905	0.00002	396	0.00001	2283	0.00004	648	0.00002	440	0.00001	620	0.00002
Corynebacterium singulare	161899	S	878	0.00002	526	0.00001	1724	0.00003	652	0.00002	485	0.00001	669	0.00002
Corynebacterium glaucum	187491	S	784	0.00001	397	0.00001	1760	0.00003	422	0.00001	502	0.00001	562	0.00001
Corynebacterium ammoniagenes	1697	S	862	0.00002	510	0.00001	983	0.00002	471	0.00001	412	0.00001	618	0.00002
Corynebacterium aurimucosum	169292	S	792	0.00001	568	0.00002	1466	0.00003	499	0.00001	457	0.00001	614	0.00002
Corynebacterium pseudotuberculosis	1719	S	749	0.00001	228	0.00001	4746	0.00009	533	0.00001	357	0.00001	415	0.00001
Corynebacterium atypicum	191610	S	737	0.00001	421	0.00001	1847	0.00003	444	0.00001	453	0.00001	578	0.00002
Corynebacterium provencense	1737425	S	710	0.00001	600	0.00002	1099	0.00002	472	0.00001	517	0.00001	511	0.00001
Corynebacterium lactis	1231000	S	640	0.00001	361	0.00001	1341	0.00003	520	0.00001	365	0.00001	414	0.00001
Corynebacterium crudilactis	1652495	S	694	0.00001	157	0.00000	1473	0.00003	392	0.00001	323	0.00001	401	0.00001
Corynebacterium sp. NML98-0116	702967	S	629	0.00001	286	0.00001	1353	0.00003	394	0.00001	359	0.00001	459	0.00001
Corynebacterium kroppenstedtii	161879	S	555	0.00001	273	0.00001	1249	0.00002	376	0.00001	270	0.00001	378	0.00001
Corynebacterium callunae	1721	S	554	0.00001	286	0.00001	1123	0.00002	385	0.00001	354	0.00001	441	0.00001
Corynebacterium kutscheri	35755	S	488	0.00001	211	0.00001	1124	0.00002	439	0.00001	268	0.00001	328	0.00001
Corynebacterium camporealensis	161896	S	487	0.00001	275	0.00001	1432	0.00003	317	0.00001	263	0.00001	380	0.00001
Corynebacterium cystitidis	35757	S	454	0.00001	185	0.00000	918	0.00002	256	0.00001	222	0.00000	299	0.00001
Corynebacterium casei	160386	S	468	0.00001	204	0.00001	1036	0.00002	257	0.00001	176	0.00000	260	0.00001
Corynebacterium sp. ATCC 6931	1487956	S	340	0.00001	187	0.00001	697	0.00001	435	0.00001	229	0.00000	227	0.00001
Mycobacterium avium	1764	S	661	0.00001	692	0.00002	1124	0.00002	425	0.00001	629	0.00001	612	0.00002
Mycobacterium colombiense	339268	S	349	0.00001	271	0.00001	524	0.00001	149	0.00000	192	0.00000	241	0.00001
Mycobacterium chimaera	222805	S	469	0.00001	179	0.00000	448	0.00001	126	0.00000	244	0.00001	274	0.00001
Mycobacterium lepraemurium	64667	S	206	0.00000	165	0.00000	210	0.00000	95	0.00000	162	0.00000	181	0.00000
Mycobacterium intracellulare	1767	S	700	0.00001	682	0.00002	888	0.00002	248	0.00001	391	0.00001	608	0.00002
Mycobacterium marseillense	701042	S	109	0.00000	116	0.00000	303	0.00001	112	0.00000	97	0.00000	99	0.00000
Mycobacterium paraintracellulare	1138383	S	109	0.00000	53	0.00000	0	0.00000	0	0.00000	86	0.00000	85	0.00000
Mycobacterium dioxanotrophicus	482462	S	641	0.00001	538	0.00001	802	0.00002	357	0.00001	528	0.00001	558	0.00001
Mycobacterium sp. YC-RL4	1682113	S	523	0.00001	466	0.00001	676	0.00001	281	0.00001	321	0.00001	396	0.00001
Mycobacterium kansasii	1768	S	448	0.00001	456	0.00001	633	0.00001	290	0.00001	332	0.00001	352	0.00001
Mycobacterium sp. MS1601	1936029	S	431	0.00001	277	0.00001	776	0.00001	264	0.00001	377	0.00001	359	0.00001
Mycobacterium sp. djl-10	1879023	S	438	0.00001	369	0.00001	661	0.00001	190	0.00000	417	0.00001	338	0.00001
Mycobacterium shigaense	722731	S	350	0.00001	326	0.00001	518	0.00001	218	0.00001	275	0.00001	323	0.00001
Mycobacterium sp. DL90	2487344	S	377	0.00001	361	0.00001	588	0.00001	296	0.00001	340	0.00001	310	0.00001
Mycobacterium sp. EPa45	1545728	S	304	0.00001	321	0.00001	556	0.00001	180	0.00000	221	0.00000	219	0.00001
Mycobacterium paragordonae	1389713	S	264	0.00000	256	0.00001	538	0.00001	197	0.00001	245	0.00001	252	0.00001
Mycobacterium haemophilum	29311	S	246	0.00000	196	0.00001	404	0.00001	90	0.00000	173	0.00000	171	0.00000
Mycobacterium sp. JS623	212767	S	244	0.00000	190	0.00001	365	0.00001	159	0.00000	208	0.00000	190	0.00001
Mycobacterium marinum	1781	S	402	0.00001	358	0.00001	132	0.00000	175	0.00000	236	0.00000	307	0.00001
Mycobacterium canettii	78331	S	338	0.00001	289	0.00001	269	0.00001	226	0.00001	207	0.00000	394	0.00001
Mycobacterium tuberculosis	1773	S	1450	0.00003	1623	0.00004	7116	0.00013	1659	0.00004	1761	0.00004	1231	0.00003
Mycobacterium sp. WY10	1920667	S	335	0.00001	245	0.00001	265	0.00000	78	0.00000	204	0.00000	241	0.00001
Mycobacterium leprae	1769	S	117	0.00000	95	0.00000	288	0.00001	80	0.00000	126	0.00000	91	0.00000
Mycobacterium sp. VKM Ac-1817D	1273687	S	775	0.00001	639	0.00002	681	0.00001	472	0.00001	245	0.00001	318	0.00001
Mycobacterium sp. PYR15	2051552	S	103	0.00000	139	0.00000	127	0.00000	66	0.00000	97	0.00000	134	0.00000
Mycobacterium sp. QIA-37	1561223	S	614	0.00001	850	0.00002	485	0.00001	339	0.00001	616	0.00001	592	0.00002
Mycobacterium ulcerans	1809	S	119	0.00000	59	0.00000	61	0.00000	22	0.00000	85	0.00000	45	0.00000
Mycobacterium liflandii	261524	S	98	0.00000	0	0.00000	71	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium sp. JLS	164757	S	50	0.00000	36	0.00000	221	0.00000	31	0.00000	37	0.00000	46	0.00000
Mycolicibacterium aurum	1791	S	1245	0.00002	988	0.00003	1686	0.00003	657	0.00002	795	0.00002	854	0.00002
Mycolicibacterium thermoresistibile	1797	S	683	0.00001	635	0.00002	1188	0.00002	403	0.00001	417	0.00001	538	0.00001
Mycolicibacterium gilvum	1804	S	732	0.00001	696	0.00002	948	0.00002	424	0.00001	626	0.00001	581	0.00002
Mycolicibacterium chubuense	1800	S	562	0.00001	398	0.00001	725	0.00001	254	0.00001	440	0.00001	416	0.00001
Mycolicibacterium rutilum	370526	S	627	0.00001	585	0.00002	905	0.00002	297	0.00001	535	0.00001	566	0.00001
Mycolicibacterium vanbaalenii	110539	S	606	0.00001	432	0.00001	1097	0.00002	272	0.00001	447	0.00001	463	0.00001
Mycolicibacterium hassiacum	46351	S	547	0.00001	476	0.00001	936	0.00002	336	0.00001	483	0.00001	468	0.00001
Mycolicibacterium chitae	1792	S	479	0.00001	368	0.00001	832	0.00002	268	0.00001	360	0.00001	423	0.00001
Mycolicibacterium smegmatis	1772	S	496	0.00001	433	0.00001	752	0.00001	364	0.00001	399	0.00001	654	0.00002
Mycolicibacterium vaccae	1810	S	413	0.00001	406	0.00001	623	0.00001	250	0.00001	329	0.00001	302	0.00001
Mycolicibacterium flavescens	1776	S	427	0.00001	288	0.00001	807	0.00002	264	0.00001	354	0.00001	366	0.00001
Mycolicibacterium goodii	134601	S	432	0.00001	318	0.00001	752	0.00001	223	0.00001	289	0.00001	324	0.00001
Mycolicibacterium rhodesiae	36814	S	367	0.00001	289	0.00001	663	0.00001	173	0.00000	260	0.00001	308	0.00001
Mycolicibacterium fortuitum	1766	S	263	0.00000	420	0.00001	1609	0.00003	184	0.00000	350	0.00001	295	0.00001
Mycobacteroides abscessus	36809	S	792	0.00001	642	0.00002	1133	0.00002	424	0.00001	646	0.00001	693	0.00002
Mycobacteroides saopaulense	1578165	S	510	0.00001	380	0.00001	930	0.00002	208	0.00001	367	0.00001	359	0.00001
Mycobacteroides salmoniphilum	404941	S	386	0.00001	310	0.00001	610	0.00001	197	0.00001	235	0.00000	230	0.00001
Mycobacteroides immunogenum	83262	S	442	0.00001	377	0.00001	601	0.00001	301	0.00001	373	0.00001	324	0.00001
[Mycobacterium] stephanolepidis	1520670	S	342	0.00001	198	0.00001	628	0.00001	144	0.00000	222	0.00000	295	0.00001
Mycobacteroides chelonae	1774	S	318	0.00001	0	0.00000	313	0.00001	0	0.00000	232	0.00000	0	0.00000
Mycolicibacter sinensis	875328	S	476	0.00001	463	0.00001	762	0.00001	252	0.00001	381	0.00001	461	0.00001
Mycolicibacter terrae	1788	S	500	0.00001	391	0.00001	620	0.00001	218	0.00001	415	0.00001	359	0.00001
Hoyosella subflava	639313	S	249	0.00000	268	0.00001	442	0.00001	194	0.00001	219	0.00000	246	0.00001
Rhodococcus opacus	37919	S	1686	0.00003	1375	0.00004	2717	0.00005	1062	0.00003	1355	0.00003	1355	0.00004
Rhodococcus coprophilus	38310	S	885	0.00002	789	0.00002	1130	0.00002	504	0.00001	682	0.00001	776	0.00002
Rhodococcus sp. B7740	1564114	S	679	0.00001	488	0.00001	660	0.00001	352	0.00001	450	0.00001	497	0.00001
Rhodococcus sp. ABRD24	2507582	S	666	0.00001	544	0.00001	1547	0.00003	359	0.00001	500	0.00001	491	0.00001
Rhodococcus sp. PBTS 1	1653478	S	572	0.00001	543	0.00001	973	0.00002	403	0.00001	374	0.00001	434	0.00001
Rhodococcus sp. SGAir0479	2567884	S	585	0.00001	484	0.00001	829	0.00002	263	0.00001	461	0.00001	480	0.00001
Rhodococcus hoagii	43767	S	591	0.00001	550	0.00001	1066	0.00002	307	0.00001	398	0.00001	477	0.00001
Rhodococcus sp. WMMA185	679318	S	493	0.00001	302	0.00001	804	0.00002	275	0.00001	344	0.00001	323	0.00001
Rhodococcus ruber	1830	S	504	0.00001	367	0.00001	968	0.00002	410	0.00001	339	0.00001	406	0.00001
Rhodococcus sp. P1Y	1302308	S	424	0.00001	419	0.00001	387	0.00001	340	0.00001	308	0.00001	356	0.00001
Rhodococcus sp. X156	2499145	S	389	0.00001	315	0.00001	786	0.00001	198	0.00001	262	0.00001	251	0.00001
Rhodococcus sp. S2-17	1990687	S	361	0.00001	245	0.00001	630	0.00001	169	0.00000	269	0.00001	304	0.00001
Rhodococcus sp. MTM3W5.2	1805827	S	313	0.00001	261	0.00001	573	0.00001	160	0.00000	263	0.00001	271	0.00001
Rhodococcus rhodochrous	1829	S	288	0.00001	272	0.00001	430	0.00001	205	0.00001	228	0.00000	304	0.00001
Rhodococcus pyridinivorans	103816	S	962	0.00002	855	0.00002	1269	0.00002	1165	0.00003	751	0.00002	697	0.00002
Rhodococcus erythropolis	1833	S	805	0.00001	740	0.00002	1171	0.00002	529	0.00001	520	0.00001	507	0.00001
Rhodococcus jostii	132919	S	216	0.00000	172	0.00000	213	0.00000	123	0.00000	156	0.00000	194	0.00001
Rhodococcus fascians	1828	S	293	0.00001	219	0.00001	554	0.00001	132	0.00000	224	0.00000	210	0.00001
Rhodococcus sp. WB1	1033922	S	558	0.00001	397	0.00001	235	0.00000	172	0.00000	349	0.00001	488	0.00001
Rhodococcus aetherivorans	191292	S	329	0.00001	431	0.00001	559	0.00001	218	0.00001	317	0.00001	372	0.00001
Rhodococcus sp. 2G	1570939	S	288	0.00001	251	0.00001	886	0.00002	124	0.00000	281	0.00001	132	0.00000
Rhodococcus sp. NJ-530	2490853	S	232	0.00000	501	0.00001	383	0.00001	100	0.00000	274	0.00001	257	0.00001
Rhodococcus biphenylivorans	1500843	S	361	0.00001	333	0.00001	0	0.00000	163	0.00000	497	0.00001	401	0.00001
Rhodococcus sp. p52	935199	S	196	0.00000	78	0.00000	0	0.00000	103	0.00000	68	0.00000	121	0.00000
Rhodococcus sp. PBTS 2	1653479	S	46	0.00000	27	0.00000	165	0.00000	33	0.00000	32	0.00000	57	0.00000
Rhodococcus sp. 008	1723645	S	89	0.00000	159	0.00000	0	0.00000	0	0.00000	0	0.00000	108	0.00000
Rhodococcus sp. YL-1	1045808	S	75	0.00000	149	0.00000	0	0.00000	0	0.00000	123	0.00000	0	0.00000
Rhodococcus qingshengii	334542	S	79	0.00000	214	0.00001	0	0.00000	91	0.00000	0	0.00000	102	0.00000
Nocardia cyriacigeorgica	135487	S	1227	0.00002	1075	0.00003	2039	0.00004	744	0.00002	908	0.00002	1112	0.00003
Nocardia brasiliensis	37326	S	1026	0.00002	987	0.00003	1462	0.00003	566	0.00001	892	0.00002	866	0.00002
Nocardia terpenica	455432	S	899	0.00002	852	0.00002	1193	0.00002	559	0.00001	735	0.00002	762	0.00002
Nocardia asteroides	1824	S	982	0.00002	764	0.00002	1072	0.00002	543	0.00001	714	0.00002	793	0.00002
Nocardia sp. CS682	1047172	S	748	0.00001	599	0.00002	1205	0.00002	317	0.00001	622	0.00001	579	0.00002
Nocardia farcinica	37329	S	816	0.00001	643	0.00002	1562	0.00003	420	0.00001	641	0.00001	639	0.00002
Nocardia seriolae	37332	S	633	0.00001	500	0.00001	1119	0.00002	370	0.00001	514	0.00001	533	0.00001
Nocardia sp. Y48	2213200	S	568	0.00001	533	0.00001	967	0.00002	324	0.00001	541	0.00001	457	0.00001
Nocardia sp. CFHS0054	2382165	S	497	0.00001	406	0.00001	1040	0.00002	255	0.00001	420	0.00001	420	0.00001
Nocardia nova	37330	S	396	0.00001	325	0.00001	646	0.00001	201	0.00001	307	0.00001	281	0.00001
Gordonia iterans	1004901	S	1186	0.00002	953	0.00003	1395	0.00003	519	0.00001	977	0.00002	930	0.00002
Gordonia phthalatica	1136941	S	949	0.00002	819	0.00002	2097	0.00004	427	0.00001	632	0.00001	681	0.00002
Gordonia bronchialis	2054	S	690	0.00001	485	0.00001	1280	0.00002	450	0.00001	556	0.00001	510	0.00001
Gordonia terrae	2055	S	640	0.00001	481	0.00001	746	0.00001	352	0.00001	443	0.00001	470	0.00001
Gordonia sp. MMS17-SY073	2420509	S	601	0.00001	588	0.00002	673	0.00001	374	0.00001	422	0.00001	515	0.00001
Gordonia sp. KTR9	337191	S	606	0.00001	523	0.00001	769	0.00001	432	0.00001	425	0.00001	463	0.00001
Gordonia sp. YC-JH1	2059875	S	679	0.00001	508	0.00001	1205	0.00002	364	0.00001	433	0.00001	452	0.00001
Gordonia alkanivorans	84096	S	717	0.00001	710	0.00002	1164	0.00002	425	0.00001	682	0.00001	600	0.00002
Gordonia polyisoprenivorans	84595	S	481	0.00001	375	0.00001	701	0.00001	274	0.00001	337	0.00001	391	0.00001
Gordonia rubripertincta	36822	S	602	0.00001	482	0.00001	827	0.00002	423	0.00001	560	0.00001	572	0.00002
Gordonia sp. 1D	1737359	S	432	0.00001	357	0.00001	647	0.00001	270	0.00001	423	0.00001	383	0.00001
Dietzia psychralcaliphila	139021	S	726	0.00001	653	0.00002	1353	0.00003	469	0.00001	540	0.00001	542	0.00001
Dietzia sp. oral taxon 368	712270	S	742	0.00001	584	0.00002	968	0.00002	362	0.00001	482	0.00001	614	0.00002
Dietzia timorensis	499555	S	649	0.00001	610	0.00002	1567	0.00003	434	0.00001	546	0.00001	597	0.00002
Dietzia sp. JS16-p6b	2052657	S	532	0.00001	306	0.00001	962	0.00002	280	0.00001	301	0.00001	396	0.00001
Dietzia lutea	546160	S	604	0.00001	641	0.00002	1021	0.00002	351	0.00001	500	0.00001	554	0.00001
Tsukamurella paurometabola	2061	S	1293	0.00002	1033	0.00003	1898	0.00004	690	0.00002	1012	0.00002	1086	0.00003
Tsukamurella tyrosinosolvens	57704	S	730	0.00001	763	0.00002	1042	0.00002	410	0.00001	555	0.00001	616	0.00002
Lawsonella clevelandensis	1528099	S	548	0.00001	304	0.00001	3186	0.00006	325	0.00001	343	0.00001	432	0.00001
Segniliparus rotundus	286802	S	534	0.00001	478	0.00001	741	0.00001	344	0.00001	445	0.00001	455	0.00001
Rothia dentocariosa	2047	S	1689332	0.03054	286315	0.00767	3344016	0.06292	1231946	0.03217	1003432	0.02126	1444429	0.03811
Rothia aeria	172042	S	462538	0.00836	49594	0.00133	1992745	0.03749	414777	0.01083	334898	0.00710	317947	0.00839
Rothia mucilaginosa	43675	S	12861	0.00023	6322	0.00017	134027	0.00252	18471	0.00048	12764	0.00027	11542	0.00030
Arthrobacter alpinus	656366	S	1859	0.00003	1526	0.00004	2494	0.00005	1099	0.00003	1358	0.00003	1477	0.00004
Arthrobacter sp. DCT-5	2211210	S	1106	0.00002	938	0.00003	1920	0.00004	689	0.00002	872	0.00002	902	0.00002
Arthrobacter sp. QXT-31	1357915	S	1047	0.00002	1145	0.00003	1364	0.00003	634	0.00002	853	0.00002	846	0.00002
Arthrobacter sp. 24S4-2	2575374	S	1012	0.00002	897	0.00002	1087	0.00002	536	0.00001	718	0.00002	818	0.00002
Arthrobacter sp. YC-RL1	1652545	S	964	0.00002	895	0.00002	1455	0.00003	529	0.00001	806	0.00002	762	0.00002
Arthrobacter sp. PAMC25564	2565366	S	982	0.00002	905	0.00002	1292	0.00002	575	0.00002	768	0.00002	820	0.00002
Arthrobacter sp. U41	1849032	S	814	0.00001	776	0.00002	1017	0.00002	458	0.00001	678	0.00001	711	0.00002
Arthrobacter crystallopoietes	37928	S	769	0.00001	647	0.00002	919	0.00002	339	0.00001	502	0.00001	651	0.00002
Arthrobacter sp. FB24	290399	S	756	0.00001	914	0.00002	887	0.00002	432	0.00001	695	0.00001	681	0.00002
Arthrobacter sp. ERGS1:01	1704044	S	669	0.00001	581	0.00002	800	0.00002	400	0.00001	491	0.00001	521	0.00001
Arthrobacter sp. PGP41	2079227	S	671	0.00001	677	0.00002	1234	0.00002	354	0.00001	512	0.00001	556	0.00001
